-4.60E+01	-2.25E+01	-2.98E+01	-1.19E+01
-4.60E+01	-1.99E+01	-3.02E+01	-1.06E+01
-4.60E+01	-1.73E+01	-3.05E+01	-9.16E+00
-4.60E+01	-1.45E+01	-3.07E+01	-7.68E+00
-4.60E+01	-1.17E+01	-3.09E+01	-6.18E+00
-4.60E+01	-8.83E+00	-3.10E+01	-4.65E+00
-4.60E+01	-5.91E+00	-3.11E+01	-3.11E+00
-4.60E+01	-2.96E+00	-3.11E+01	-1.56E+00
-4.60E+01	0.00E+00	-3.11E+01	0.00E+00
-4.60E+01	2.96E+00	-3.11E+01	1.56E+00
-4.60E+01	5.91E+00	-3.11E+01	3.11E+00
-4.60E+01	8.83E+00	-3.10E+01	4.65E+00
-4.60E+01	1.17E+01	-3.09E+01	6.18E+00
-4.60E+01	1.45E+01	-3.07E+01	7.68E+00
-4.60E+01	1.73E+01	-3.05E+01	9.16E+00
-4.60E+01	1.99E+01	-3.02E+01	1.06E+01
-4.60E+01	2.25E+01	-2.98E+01	1.19E+01
-4.45E+01	-2.50E+01	-2.89E+01	-1.37E+01
-4.45E+01	-2.25E+01	-2.92E+01	-1.23E+01
-4.45E+01	-1.99E+01	-2.94E+01	-1.08E+01
-4.45E+01	-1.73E+01	-2.96E+01	-9.36E+00
-4.45E+01	-1.45E+01	-2.98E+01	-7.84E+00
-4.45E+01	-1.17E+01	-2.99E+01	-6.30E+00
-4.45E+01	-8.83E+00	-3.00E+01	-4.74E+00
-4.45E+01	-5.91E+00	-3.01E+01	-3.17E+00
-4.45E+01	-2.96E+00	-3.01E+01	-1.59E+00
-4.45E+01	0.00E+00	-3.02E+01	0.00E+00
-4.45E+01	2.96E+00	-3.01E+01	1.59E+00
-4.45E+01	5.91E+00	-3.01E+01	3.17E+00
-4.45E+01	8.83E+00	-3.00E+01	4.74E+00
-4.45E+01	1.17E+01	-2.99E+01	6.30E+00
-4.45E+01	1.45E+01	-2.98E+01	7.84E+00
-4.45E+01	1.73E+01	-2.96E+01	9.36E+00
-4.45E+01	1.99E+01	-2.94E+01	1.08E+01
-4.45E+01	2.25E+01	-2.92E+01	1.23E+01
-4.45E+01	2.50E+01	-2.89E+01	1.37E+01
-4.30E+01	-2.97E+01	-2.73E+01	-1.67E+01
-4.30E+01	-2.74E+01	-2.77E+01	-1.54E+01
-4.30E+01	-2.50E+01	-2.80E+01	-1.40E+01
-4.30E+01	-2.25E+01	-2.82E+01	-1.25E+01
-4.30E+01	-1.99E+01	-2.84E+01	-1.10E+01
-4.30E+01	-1.73E+01	-2.86E+01	-9.53E+00
-4.30E+01	-1.45E+01	-2.87E+01	-7.98E+00
-4.30E+01	-1.17E+01	-2.89E+01	-6.41E+00
-4.30E+01	-8.83E+00	-2.90E+01	-4.83E+00
-4.30E+01	-5.91E+00	-2.90E+01	-3.23E+00
-4.30E+01	-2.96E+00	-2.91E+01	-1.62E+00
-4.30E+01	0.00E+00	-2.91E+01	0.00E+00
-4.30E+01	2.96E+00	-2.91E+01	1.62E+00
-4.30E+01	5.91E+00	-2.90E+01	3.23E+00
-4.30E+01	8.83E+00	-2.90E+01	4.83E+00
-4.30E+01	1.17E+01	-2.89E+01	6.41E+00
-4.30E+01	1.45E+01	-2.87E+01	7.98E+00
-4.30E+01	1.73E+01	-2.86E+01	9.53E+00
-4.30E+01	1.99E+01	-2.84E+01	1.10E+01
-4.30E+01	2.25E+01	-2.82E+01	1.25E+01
