-4.60E+01	-2.25E+01	-2.76E+01	-1.10E+01
-4.60E+01	-1.99E+01	-3.02E+01	-1.06E+01
-4.60E+01	-1.45E+01	-3.15E+01	-7.87E+00
-4.60E+01	-1.17E+01	-3.18E+01	-6.35E+00
-4.60E+01	-8.83E+00	-3.19E+01	-4.79E+00
-4.60E+01	-5.91E+00	-3.21E+01	-3.21E+00
-4.60E+01	-2.96E+00	-3.21E+01	-1.61E+00
-4.60E+01	0.00E+00	-3.21E+01	0.00E+00
-4.60E+01	2.96E+00	-3.21E+01	1.61E+00
-4.60E+01	5.91E+00	-3.21E+01	3.21E+00
-4.60E+01	8.83E+00	-3.19E+01	4.79E+00
-4.60E+01	1.17E+01	-3.18E+01	6.35E+00
-4.60E+01	1.45E+01	-3.15E+01	7.87E+00
-4.60E+01	1.99E+01	-3.02E+01	1.06E+01
-4.60E+01	2.25E+01	-2.76E+01	1.10E+01
-4.45E+01	-2.74E+01	-2.69E+01	-1.42E+01
-4.45E+01	-2.25E+01	-2.99E+01	-1.26E+01
-4.45E+01	-1.99E+01	-3.03E+01	-1.12E+01
-4.45E+01	-1.73E+01	-3.06E+01	-9.66E+00
-4.45E+01	-1.45E+01	-3.08E+01	-8.10E+00
-4.45E+01	-1.17E+01	-3.09E+01	-6.51E+00
-4.45E+01	-8.83E+00	-3.10E+01	-4.89E+00
-4.45E+01	-5.91E+00	-3.11E+01	-3.27E+00
-4.45E+01	-2.96E+00	-3.11E+01	-1.64E+00
-4.45E+01	0.00E+00	-3.11E+01	0.00E+00
-4.45E+01	2.96E+00	-3.11E+01	1.64E+00
-4.45E+01	5.91E+00	-3.11E+01	3.27E+00
-4.45E+01	8.83E+00	-3.10E+01	4.89E+00
-4.45E+01	1.17E+01	-3.09E+01	6.51E+00
-4.45E+01	1.45E+01	-3.08E+01	8.10E+00
-4.45E+01	1.73E+01	-3.06E+01	9.66E+00
-4.45E+01	1.99E+01	-3.03E+01	1.12E+01
-4.45E+01	2.25E+01	-2.99E+01	1.26E+01
-4.45E+01	2.74E+01	-2.69E+01	1.42E+01
-4.30E+01	-3.19E+01	-2.12E+01	-1.41E+01
-4.30E+01	-2.74E+01	-2.84E+01	-1.58E+01
-4.30E+01	-2.50E+01	-2.88E+01	-1.44E+01
-4.30E+01	-2.25E+01	-2.91E+01	-1.29E+01
-4.30E+01	-1.99E+01	-2.93E+01	-1.14E+01
-4.30E+01	-1.73E+01	-2.95E+01	-9.83E+00
-4.30E+01	-1.45E+01	-2.96E+01	-8.23E+00
-4.30E+01	-1.17E+01	-2.97E+01	-6.60E+00
-4.30E+01	-8.83E+00	-2.98E+01	-4.97E+00
-4.30E+01	-5.91E+00	-2.99E+01	-3.32E+00
-4.30E+01	-2.96E+00	-2.99E+01	-1.66E+00
-4.30E+01	0.00E+00	-2.99E+01	0.00E+00
-4.30E+01	2.96E+00	-2.99E+01	1.66E+00
-4.30E+01	5.91E+00	-2.99E+01	3.32E+00
-4.30E+01	8.83E+00	-2.98E+01	4.97E+00
-4.30E+01	1.17E+01	-2.97E+01	6.60E+00
-4.30E+01	1.45E+01	-2.96E+01	8.23E+00
-4.30E+01	1.73E+01	-2.95E+01	9.83E+00
-4.30E+01	1.99E+01	-2.93E+01	1.14E+01
-4.30E+01	2.25E+01	-2.91E+01	1.29E+01
-4.30E+01	2.50E+01	-2.88E+01	1.44E+01
-4.30E+01	2.74E+01	-2.84E+01	1.58E+01
-4.30E+01	3.19E+01	-2.12E+01	1.41E+01
-4.14E+01	-3.39E+01	-2.46E+01	-1.88E+01
-4.14E+01	-2.97E+01	-2.71E+01	-1.76E+01
-4.14E+01	-2.74E+01	-2.75E+01	-1.62E+01
-4.14E+01	-2.50E+01	-2.77E+01	-1.47E+01
-4.14E+01	-2.25E+01	-2.79E+01	-1.31E+01
-4.14E+01	-1.99E+01	-2.81E+01	-1.16E+01
-4.14E+01	-1.73E+01	-2.82E+01	-9.96E+00
-4.14E+01	-1.45E+01	-2.83E+01	-8.34E+00
-4.14E+01	-1.17E+01	-2.84E+01	-6.69E+00
-4.14E+01	-8.83E+00	-2.85E+01	-5.03E+00
-4.14E+01	-5.91E+00	-2.86E+01	-3.36E+00
-4.14E+01	-2.96E+00	-2.86E+01	-1.68E+00
-4.14E+01	0.00E+00	-2.86E+01	0.00E+00
-4.14E+01	2.96E+00	-2.86E+01	1.68E+00
-4.14E+01	5.91E+00	-2.86E+01	3.36E+00
-4.14E+01	8.83E+00	-2.85E+01	5.03E+00
-4.14E+01	1.17E+01	-2.84E+01	6.69E+00
-4.14E+01	1.45E+01	-2.83E+01	8.34E+00
-4.14E+01	1.73E+01	-2.82E+01	9.96E+00
-4.14E+01	1.99E+01	-2.81E+01	1.16E+01
-4.14E+01	2.25E+01	-2.79E+01	1.31E+01
-4.14E+01	2.50E+01	-2.77E+01	1.47E+01
-4.14E+01	2.74E+01	-2.75E+01	1.62E+01
-4.14E+01	2.97E+01	-2.71E+01	1.76E+01
-4.14E+01	3.39E+01	-2.46E+01	1.88E+01
-3.96E+01	-3.59E+01	-2.39E+01	-2.09E+01
-3.96E+01	-3.39E+01	-2.52E+01	-2.05E+01
-3.96E+01	-3.19E+01	-2.57E+01	-1.93E+01
-3.96E+01	-2.97E+01	-2.60E+01	-1.79E+01
-3.96E+01	-2.74E+01	-2.63E+01	-1.64E+01
-3.96E+01	-2.50E+01	-2.64E+01	-1.49E+01
-3.96E+01	-2.25E+01	-2.66E+01	-1.33E+01
-3.96E+01	-1.99E+01	-2.68E+01	-1.17E+01
-3.96E+01	-1.73E+01	-2.69E+01	-1.01E+01
-3.96E+01	-1.45E+01	-2.70E+01	-8.45E+00
